slug,symbol,name,date,ranknow,open,high,low,close,volume,market,close_ratio,spread
bitcoin,BTC,Bitcoin,10/5/14,1,328.92,341.8,289.3,320.51,83308096,4279040870,0.5945,52.5
bitcoin,BTC,Bitcoin,10/6/14,1,320.39,345.13,302.56,330.08,79011800,4408130777,0.6465,42.57
bitcoin,BTC,Bitcoin,10/7/14,1,330.58,339.25,320.48,336.19,49199900,4490819565,0.837,18.77
bitcoin,BTC,Bitcoin,10/8/14,1,336.12,354.36,327.19,352.94,54736300,4715887222,0.9477,27.17
bitcoin,BTC,Bitcoin,10/9/14,1,352.75,382.73,347.69,365.03,83641104,4878718500,0.4949,35.04
bitcoin,BTC,Bitcoin,10/10/14,1,364.69,375.07,352.96,361.56,43665700,4833830847,0.389,22.11
bitcoin,BTC,Bitcoin,10/11/14,1,361.36,367.19,355.95,362.3,13345200,4844961125,0.5649,11.24
bitcoin,BTC,Bitcoin,10/12/14,1,362.61,379.43,356.14,378.55,17552800,5063689090,0.9622,23.29
bitcoin,BTC,Bitcoin,10/13/14,1,377.92,397.23,368.9,390.41,35221400,5223924767,0.7593,28.33
bitcoin,BTC,Bitcoin,10/14/14,1,391.69,411.7,391.32,400.87,38491500,5365153884,0.4686,20.38
bitcoin,BTC,Bitcoin,10/15/14,1,400.95,402.23,388.77,394.77,25267100,5285043276,0.4458,13.46
bitcoin,BTC,Bitcoin,10/16/14,1,394.52,398.81,373.07,382.56,26990000,5122903035,0.3687,25.74
bitcoin,BTC,Bitcoin,10/17/14,1,382.76,385.48,375.39,383.76,13600700,5140342471,0.8295,10.09
bitcoin,BTC,Bitcoin,10/18/14,1,383.98,395.16,378.97,391.44,11416800,5244892214,0.7702,16.19
bitcoin,BTC,Bitcoin,10/19/14,1,391.25,393.94,386.46,389.55,5914570,5220783140,0.4131,7.48
bitcoin,BTC,Bitcoin,10/20/14,1,389.23,390.08,378.25,382.85,16419000,5132276503,0.3888,11.83
bitcoin,BTC,Bitcoin,10/21/14,1,382.42,392.65,380.83,386.48,14188900,5182426851,0.478,11.82
bitcoin,BTC,Bitcoin,10/22/14,1,386.12,388.58,382.25,383.16,11641300,5139461096,0.1438,6.33
bitcoin,BTC,Bitcoin,10/23/14,1,382.96,385.05,356.45,358.42,26456900,4808952572,0.0689,28.6
bitcoin,BTC,Bitcoin,10/24/14,1,358.59,364.35,353.3,358.35,15585700,4809419914,0.457,11.05
bitcoin,BTC,Bitcoin,10/25/14,1,358.61,359.86,342.88,347.27,18127500,4662139220,0.2585,16.98
bitcoin,BTC,Bitcoin,10/26/14,1,347.49,359.22,343.93,354.7,11272500,4763036253,0.7044,15.29
bitcoin,BTC,Bitcoin,10/27/14,1,354.78,358.63,349.81,352.99,13033000,4741410021,0.3605,8.82
bitcoin,BTC,Bitcoin,10/28/14,1,353.21,359.98,352.68,357.62,7845880,4804812401,0.6767,7.3
bitcoin,BTC,Bitcoin,10/29/14,1,357.09,357.83,335.34,335.59,18192700,4510175245,0.0111,22.49
bitcoin,BTC,Bitcoin,10/30/14,1,335.71,350.91,335.07,345.3,30177900,4642194094,0.6458,15.84
bitcoin,BTC,Bitcoin,10/31/14,1,345.01,348.05,337.14,338.32,12545400,4549893052,0.1082,10.91
bitcoin,BTC,Bitcoin,11/1/14,1,338.65,340.53,321.05,325.75,16677200,4382113991,0.2413,19.48
bitcoin,BTC,Bitcoin,11/2/14,1,326.08,329.05,320.63,325.89,8603620,4385292372,0.6247,8.42
bitcoin,BTC,Bitcoin,11/3/14,1,325.57,334,325.48,327.55,12948500,4409040617,0.243,8.52
bitcoin,BTC,Bitcoin,11/4/14,1,327.16,331.77,325.08,330.49,15655500,4449934321,0.8087,6.69
bitcoin,BTC,Bitcoin,11/5/14,1,330.68,343.37,330.68,339.49,19817200,4572205935,0.6942,12.69
bitcoin,BTC,Bitcoin,11/6/14,1,339.46,352.97,338.42,349.29,18797000,4705591219,0.7471,14.55
bitcoin,BTC,Bitcoin,11/7/14,1,349.82,352.73,341.78,342.42,16834200,4614264695,0.0584,10.95
bitcoin,BTC,Bitcoin,11/8/14,1,342.15,347.03,342.15,345.49,8535470,4656988222,0.6844,4.88
bitcoin,BTC,Bitcoin,11/9/14,1,345.38,363.63,344.26,363.26,24205600,4897961165,0.9809,19.37
bitcoin,BTC,Bitcoin,11/10/14,1,362.27,374.82,357.56,366.92,30450100,4948658123,0.5423,17.26
bitcoin,BTC,Bitcoin,11/11/14,1,365.86,371.31,363.73,367.7,15838900,4960242320,0.5237,7.58
bitcoin,BTC,Bitcoin,11/12/14,1,367.98,429.72,367.98,423.56,45783200,5715426244,0.9002,61.74
bitcoin,BTC,Bitcoin,11/13/14,1,427.27,457.09,401.12,420.73,58945000,5678828589,0.3504,55.97
bitcoin,BTC,Bitcoin,11/14/14,1,418.42,419.25,384.79,397.82,29589200,5371040273,0.3781,34.46
bitcoin,BTC,Bitcoin,11/15/14,1,399.65,405.53,371.01,376.13,15727500,5079582132,0.1483,34.52
bitcoin,BTC,Bitcoin,11/16/14,1,374.73,390.8,374.6,387.88,11905600,5239694300,0.8198,16.2
bitcoin,BTC,Bitcoin,11/17/14,1,388.35,410.2,377.5,387.41,41518800,5234695637,0.3031,32.7
bitcoin,BTC,Bitcoin,11/18/14,1,387.79,392.4,371.12,375.2,32222500,5071157408,0.1917,21.28
bitcoin,BTC,Bitcoin,11/19/14,1,373.9,386.48,373.9,380.55,18931800,5144903809,0.5286,12.58
bitcoin,BTC,Bitcoin,11/20/14,1,380.31,382.02,356.78,357.84,25233200,4839043482,0.042,25.24
bitcoin,BTC,Bitcoin,11/21/14,1,357.88,357.88,344.11,350.85,29850100,4745605133,0.4895,13.77
bitcoin,BTC,Bitcoin,11/22/14,1,351.6,364.84,350.88,352.92,15273000,4774989954,0.1461,13.96
bitcoin,BTC,Bitcoin,11/23/14,1,353.17,370.85,353.17,367.57,15151600,4974540006,0.8145,17.68
bitcoin,BTC,Bitcoin,11/24/14,1,366.95,387.21,366.67,376.9,30930100,5102174795,0.4981,20.54
bitcoin,BTC,Bitcoin,11/25/14,1,376.89,394.7,374.78,375.35,25442200,5082390210,0.0286,19.92
bitcoin,BTC,Bitcoin,11/26/14,1,376.02,377.7,365.82,368.37,18601700,4989166443,0.2146,11.88
bitcoin,BTC,Bitcoin,11/27/14,1,370.5,373.99,368.28,369.67,8748030,5008058116,0.2434,5.71
bitcoin,BTC,Bitcoin,11/28/14,1,369.37,382.84,358.45,376.45,22946500,5101280353,0.738,24.39
bitcoin,BTC,Bitcoin,11/29/14,1,376.15,387.6,372.14,375.49,15375600,5089799280,0.2167,15.46
bitcoin,BTC,Bitcoin,11/30/14,1,375.51,382.53,373.31,378.05,9194440,5125958175,0.5141,9.22
bitcoin,BTC,Bitcoin,12/1/14,1,378.25,383.66,376.67,379.24,11763000,5143434464,0.3677,6.99
bitcoin,BTC,Bitcoin,12/2/14,1,379.25,384.04,377.86,381.32,12364100,5172928823,0.5599,6.18
bitcoin,BTC,Bitcoin,12/3/14,1,381.72,383.03,374.35,375.01,13340100,5088491940,0.076,8.68
bitcoin,BTC,Bitcoin,12/4/14,1,375.72,378.65,367.76,369.6,14529600,5016487250,0.169,10.89
bitcoin,BTC,Bitcoin,12/5/14,1,369.44,379.19,365.76,376.85,15181800,5116358331,0.8258,13.43
bitcoin,BTC,Bitcoin,12/6/14,1,376.76,378.45,370.95,374.79,7009320,5089542822,0.512,7.5
bitcoin,BTC,Bitcoin,12/7/14,1,374.84,376.29,373.27,375.1,6491650,5094943517,0.606,3.02
bitcoin,BTC,Bitcoin,12/8/14,1,374.96,376.03,361.89,361.91,18898700,4917302822,0.0014,14.14
bitcoin,BTC,Bitcoin,12/9/14,1,361.89,363.07,344.95,352.22,32915500,4786893958,0.4012,18.12
bitcoin,BTC,Bitcoin,12/10/14,1,352.2,352.38,346.36,346.36,16427700,4708572401,0,6.02
bitcoin,BTC,Bitcoin,12/11/14,1,344.34,361.36,338.76,350.51,32431300,4766084199,0.5199,22.6
bitcoin,BTC,Bitcoin,12/12/14,1,350.83,352.98,349.29,352.54,16989800,4795055945,0.8808,3.69
bitcoin,BTC,Bitcoin,12/13/14,1,352.38,352.38,346.59,347.38,11675900,4726102586,0.1364,5.79
bitcoin,BTC,Bitcoin,12/14/14,1,346.73,353.32,345.42,351.63,12415200,4785245608,0.7861,7.9
bitcoin,BTC,Bitcoin,12/15/14,1,351.36,351.82,344.93,345.35,17264200,4700905209,0.061,6.89
bitcoin,BTC,Bitcoin,12/16/14,1,345.67,345.86,327.06,327.06,30864900,4453202603,0,18.8
bitcoin,BTC,Bitcoin,12/17/14,1,326.86,333.95,315.15,319.78,37567900,4355021350,0.2463,18.8
bitcoin,BTC,Bitcoin,12/18/14,1,319.79,323.71,304.23,311.4,39173000,4241890806,0.3681,19.48
bitcoin,BTC,Bitcoin,12/19/14,1,311.18,318.53,306.77,317.84,23823100,4330801581,0.9413,11.76
bitcoin,BTC,Bitcoin,12/20/14,1,317.62,330.33,316.04,329.96,20856700,4496945577,0.9741,14.29
bitcoin,BTC,Bitcoin,12/21/14,1,329.54,329.63,318.9,320.84,15207600,4373820008,0.1808,10.73
bitcoin,BTC,Bitcoin,12/22/14,1,321.07,334.12,320.42,331.89,22315100,4525705359,0.8372,13.7
bitcoin,BTC,Bitcoin,12/23/14,1,332.02,336.29,329.6,334.57,16574200,4563595537,0.7429,6.69
bitcoin,BTC,Bitcoin,12/24/14,1,334.39,334.74,321.36,322.53,15092300,4400637769,0.0874,13.38
bitcoin,BTC,Bitcoin,12/25/14,1,322.29,322.67,316.96,319.01,9883640,4353789283,0.359,5.71
bitcoin,BTC,Bitcoin,12/26/14,1,319.15,331.42,316.63,327.92,16410500,4476703675,0.7634,14.79
bitcoin,BTC,Bitcoin,12/27/14,1,327.58,328.91,312.63,315.86,15185200,4313267197,0.1984,16.28
bitcoin,BTC,Bitcoin,12/28/14,1,316.16,320.03,311.08,317.24,11676600,4333389568,0.6883,8.95
bitcoin,BTC,Bitcoin,12/29/14,1,317.7,320.27,312.31,312.67,12302500,4272268163,0.0452,7.96
bitcoin,BTC,Bitcoin,12/30/14,1,312.72,314.81,309.37,310.74,12528300,4247060095,0.2518,5.44
bitcoin,BTC,Bitcoin,12/31/14,1,310.91,320.19,310.21,320.19,13942900,4377510595,1,9.98
bitcoin,BTC,Bitcoin,1/1/15,1,320.43,320.43,314,314.25,8036550,4297535768,0.0389,6.43
bitcoin,BTC,Bitcoin,1/2/15,1,314.08,315.84,313.57,315.03,7860650,4309551126,0.6432,2.27
bitcoin,BTC,Bitcoin,1/3/15,1,314.85,315.15,281.08,281.08,33054400,3846269872,0,34.07
bitcoin,BTC,Bitcoin,1/4/15,1,281.15,287.23,257.61,264.2,55629100,3616320975,0.2225,29.62
bitcoin,BTC,Bitcoin,1/5/15,1,265.08,278.34,265.08,274.47,43962800,3758098008,0.7081,13.26
bitcoin,BTC,Bitcoin,1/6/15,1,274.61,287.55,272.7,286.19,23245700,3919623080,0.9084,14.85
bitcoin,BTC,Bitcoin,1/7/15,1,286.08,298.75,283.08,294.34,24866800,4032255015,0.7186,15.67
bitcoin,BTC,Bitcoin,1/8/15,1,294.14,294.14,282.17,283.35,19982500,3882766766,0.0986,11.97
bitcoin,BTC,Bitcoin,1/9/15,1,282.38,291.11,280.53,290.41,18718600,3980426431,0.9338,10.58
bitcoin,BTC,Bitcoin,1/10/15,1,287.3,288.13,273.97,274.8,15264300,3767535599,0.0586,14.16
bitcoin,BTC,Bitcoin,1/11/15,1,274.61,279.64,265.04,265.66,18200800,3643307731,0.0425,14.6
bitcoin,BTC,Bitcoin,1/12/15,1,266.15,272.2,265.2,267.8,18880300,3673551884,0.3714,7
bitcoin,BTC,Bitcoin,1/13/15,1,267.39,268.28,219.91,225.86,72843904,3099004902,0.123,48.37
bitcoin,BTC,Bitcoin,1/14/15,1,223.89,223.89,171.51,178.1,97638704,2444379076,0.1258,52.38
bitcoin,BTC,Bitcoin,1/15/15,1,176.9,229.07,176.9,209.84,81773504,2880801385,0.6314,52.17
bitcoin,BTC,Bitcoin,1/16/15,1,209.07,221.59,199.77,208.1,38421000,2857541182,0.3818,21.82
bitcoin,BTC,Bitcoin,1/17/15,1,207.83,211.73,194.88,199.26,23469700,2736875952,0.2599,16.85
bitcoin,BTC,Bitcoin,1/18/15,1,200.05,218.7,194.51,210.34,30085100,2889858038,0.6544,24.19
bitcoin,BTC,Bitcoin,1/19/15,1,211.47,216.73,207.32,214.86,18658300,2952759522,0.8013,9.41
bitcoin,BTC,Bitcoin,1/20/15,1,212.91,215.24,205.15,211.32,24051100,2904651464,0.6115,10.09
bitcoin,BTC,Bitcoin,1/21/15,1,211.38,227.79,211.21,226.9,29924600,3119680595,0.9463,16.58
bitcoin,BTC,Bitcoin,1/22/15,1,227.32,237.02,226.43,233.41,33544600,3209962696,0.6591,10.59
bitcoin,BTC,Bitcoin,1/23/15,1,233.52,234.85,225.2,232.88,24621700,3203436948,0.7959,9.65
bitcoin,BTC,Bitcoin,1/24/15,1,232.7,248.21,230.02,247.85,24782500,3410114481,0.9802,18.19
bitcoin,BTC,Bitcoin,1/25/15,1,247.35,255.07,243.89,253.72,33582700,3491686145,0.8792,11.18
bitcoin,BTC,Bitcoin,1/26/15,1,254.08,309.38,254.08,273.47,106794000,3764417376,0.3506,55.3
bitcoin,BTC,Bitcoin,1/27/15,1,273.17,275.48,250.65,263.48,44399000,3627760928,0.5167,24.83
bitcoin,BTC,Bitcoin,1/28/15,1,263.35,266.54,227.05,233.91,44352200,3221728839,0.1737,39.49
bitcoin,BTC,Bitcoin,1/29/15,1,233.35,238.71,220.71,233.51,32213400,3217149466,0.7111,18
bitcoin,BTC,Bitcoin,1/30/15,1,232.77,242.85,225.84,226.43,26605200,3120272355,0.0347,17.01
bitcoin,BTC,Bitcoin,1/31/15,1,226.44,233.5,216.31,217.46,23348200,2997692311,0.0669,17.19
bitcoin,BTC,Bitcoin,2/1/15,1,216.87,231.57,212.01,226.97,29128500,3129637468,0.7648,19.56
bitcoin,BTC,Bitcoin,2/2/15,1,226.49,242.18,222.66,238.23,30612100,3285797305,0.7976,19.52
bitcoin,BTC,Bitcoin,2/3/15,1,237.45,245.96,224.48,227.27,40783700,3135343874,0.1299,21.48
bitcoin,BTC,Bitcoin,2/4/15,1,227.51,230.06,221.11,226.85,26594300,3130520358,0.6413,8.95
bitcoin,BTC,Bitcoin,2/5/15,1,227.66,239.4,214.73,217.11,22516400,2996945966,0.0965,24.67
bitcoin,BTC,Bitcoin,2/6/15,1,216.92,230.51,216.23,222.27,24435300,3069076711,0.423,14.28
bitcoin,BTC,Bitcoin,2/7/15,1,222.63,230.3,222.61,227.75,21604200,3145761023,0.6684,7.69
bitcoin,BTC,Bitcoin,2/8/15,1,227.69,229.44,221.08,223.41,17145200,3086537315,0.2787,8.36
bitcoin,BTC,Bitcoin,2/9/15,1,223.39,223.98,217.02,220.11,27791300,3041799140,0.444,6.96
bitcoin,BTC,Bitcoin,2/10/15,1,220.28,221.81,215.33,219.84,21115100,3038850985,0.696,6.48
bitcoin,BTC,Bitcoin,2/11/15,1,219.73,223.41,218.07,219.18,17201900,3030676475,0.2079,5.34
bitcoin,BTC,Bitcoin,2/12/15,1,219.21,222.2,217.61,221.76,15206200,3066996120,0.9041,4.59
bitcoin,BTC,Bitcoin,2/13/15,1,221.97,240.26,221.26,235.43,42744400,3256814719,0.7458,19
bitcoin,BTC,Bitcoin,2/14/15,1,235.53,259.81,235.53,257.32,49732500,3560717936,0.8974,24.28
bitcoin,BTC,Bitcoin,2/15/15,1,257.51,265.61,227.68,234.82,56552400,3250242178,0.1882,37.93
bitcoin,BTC,Bitcoin,2/16/15,1,234.82,239.52,229.02,233.84,28153700,3237573873,0.459,10.5
bitcoin,BTC,Bitcoin,2/17/15,1,233.42,245.77,232.31,243.61,27363100,3373706168,0.8395,13.46
bitcoin,BTC,Bitcoin,2/18/15,1,243.78,244.25,232.34,236.33,25200800,3273812262,0.335,11.91
bitcoin,BTC,Bitcoin,2/19/15,1,236.41,242.67,235.59,240.28,18270500,3329631566,0.6624,7.08
bitcoin,BTC,Bitcoin,2/20/15,1,240.25,247.1,239.3,243.78,23876700,3379032908,0.5744,7.8
bitcoin,BTC,Bitcoin,2/21/15,1,243.75,255.32,243.18,244.53,12284200,3390372210,0.1112,12.14
bitcoin,BTC,Bitcoin,2/22/15,1,244.54,246.39,233.85,235.98,19527000,3272629326,0.1699,12.54
bitcoin,BTC,Bitcoin,2/23/15,1,235.99,240.11,232.42,238.89,16400000,3313897879,0.8414,7.69
bitcoin,BTC,Bitcoin,2/24/15,1,239,239.9,236.4,238.74,14200400,3312489904,0.6686,3.5
bitcoin,BTC,Bitcoin,2/25/15,1,238.89,239.34,235.53,237.47,11496200,3295875814,0.5092,3.81
bitcoin,BTC,Bitcoin,2/26/15,1,237.34,237.71,234.26,236.43,13619400,3282272605,0.629,3.45
bitcoin,BTC,Bitcoin,2/27/15,1,236.44,256.65,236.44,253.83,44013900,3524820596,0.8605,20.21
bitcoin,BTC,Bitcoin,2/28/15,1,253.52,254.69,249.48,254.26,13949300,3531776636,0.9175,5.21
bitcoin,BTC,Bitcoin,3/1/15,1,254.28,261.66,245.93,260.2,25213700,3615181538,0.9072,15.73
bitcoin,BTC,Bitcoin,3/2/15,1,260.36,276.3,258.31,275.67,40465700,3831178959,0.965,17.99
bitcoin,BTC,Bitcoin,3/3/15,1,275.05,285.8,268.16,281.7,50461300,3916108523,0.7676,17.64
bitcoin,BTC,Bitcoin,3/4/15,1,281.99,284.23,268.13,273.09,41383000,3797385224,0.3081,16.1
bitcoin,BTC,Bitcoin,3/5/15,1,272.74,281.67,264.77,276.18,41302400,3841201000,0.6751,16.9
bitcoin,BTC,Bitcoin,3/6/15,1,275.6,277.61,270.02,272.72,28918900,3794156466,0.3557,7.59
bitcoin,BTC,Bitcoin,3/7/15,1,272.29,277.85,270.13,276.26,17825900,3844351385,0.794,7.72
bitcoin,BTC,Bitcoin,3/8/15,1,276.43,277.86,272.57,274.35,22067900,3818877362,0.3365,5.29
bitcoin,BTC,Bitcoin,3/9/15,1,274.81,292.7,273.89,289.61,59178200,4032241702,0.8357,18.81
bitcoin,BTC,Bitcoin,3/10/15,1,289.86,300.04,289.74,291.76,67770800,4063305050,0.1961,10.3
bitcoin,BTC,Bitcoin,3/11/15,1,291.52,297.39,290.51,296.38,33963900,4128796573,0.8532,6.88
bitcoin,BTC,Bitcoin,3/12/15,1,296.13,297.09,292.41,294.35,32585200,4101535995,0.4145,4.68
bitcoin,BTC,Bitcoin,3/13/15,1,294.12,294.5,285.34,285.34,31421500,3976948638,0,9.16
bitcoin,BTC,Bitcoin,3/14/15,1,284.44,286.34,280.98,281.89,22612300,3929758785,0.1698,5.36
bitcoin,BTC,Bitcoin,3/15/15,1,281.42,286.53,281,286.39,11970100,3993628668,0.9747,5.53
bitcoin,BTC,Bitcoin,3/16/15,1,285.68,294.11,285.68,290.59,21516100,4053198429,0.5824,8.43
bitcoin,BTC,Bitcoin,3/17/15,1,290.6,292.36,284.37,285.51,21497200,3983144494,0.1427,7.99
bitcoin,BTC,Bitcoin,3/18/15,1,285.07,285.34,249.87,256.3,57008000,3576671767,0.1813,35.47
bitcoin,BTC,Bitcoin,3/19/15,1,255.88,264.24,248.64,260.93,52732000,3642156965,0.7878,15.6
bitcoin,BTC,Bitcoin,3/20/15,1,260.96,264.85,259.16,261.75,18456700,3654506819,0.4552,5.69
bitcoin,BTC,Bitcoin,3/21/15,1,261.64,262.2,255.65,260.02,17130100,3631424642,0.6672,6.55
bitcoin,BTC,Bitcoin,3/22/15,1,259.92,269.75,259.59,267.96,18438100,3743193531,0.8238,10.16
bitcoin,BTC,Bitcoin,3/23/15,1,267.89,277.3,261.74,266.74,22811900,3727111341,0.3213,15.56
bitcoin,BTC,Bitcoin,3/24/15,1,266.58,267,244.15,245.6,40073700,3432718154,0.0635,22.85
bitcoin,BTC,Bitcoin,3/25/15,1,247.47,249.19,236.51,246.2,35866900,3442129496,0.7642,12.68
bitcoin,BTC,Bitcoin,3/26/15,1,246.28,254.35,244.9,248.53,25730000,3475701380,0.3841,9.45
bitcoin,BTC,Bitcoin,3/27/15,1,248.57,256.81,245.21,247.03,17274900,3455731911,0.1569,11.6
bitcoin,BTC,Bitcoin,3/28/15,1,246.98,254.21,246.98,252.8,16040900,3537377134,0.805,7.23
bitcoin,BTC,Bitcoin,3/29/15,1,252.74,253.14,240.85,242.71,21699400,3397187115,0.1513,12.29
bitcoin,BTC,Bitcoin,3/30/15,1,242.88,249.24,239.21,247.53,23009600,3465419693,0.8295,10.03
bitcoin,BTC,Bitcoin,3/31/15,1,247.45,248.73,242.74,244.22,22672000,3420112896,0.2471,5.99
bitcoin,BTC,Bitcoin,4/1/15,1,244.22,247.54,241.16,247.27,22877200,3463619267,0.9577,6.38
bitcoin,BTC,Bitcoin,4/2/15,1,247.09,254.46,245.42,253.01,26272600,3544973232,0.8396,9.04
bitcoin,BTC,Bitcoin,4/3/15,1,253.07,256.04,251.88,254.32,23146600,3564354620,0.5865,4.16
bitcoin,BTC,Bitcoin,4/4/15,1,254.29,255.26,251.1,253.7,12493500,3556559216,0.625,4.16
bitcoin,BTC,Bitcoin,4/5/15,1,253.76,260.67,251.94,260.6,19649200,3654268030,0.992,8.73
bitcoin,BTC,Bitcoin,4/6/15,1,260.72,261.8,254.57,255.49,20034200,3583466919,0.1272,7.23
bitcoin,BTC,Bitcoin,4/7/15,1,255.27,255.8,252.21,253.18,18467400,3552014128,0.2702,3.59
bitcoin,BTC,Bitcoin,4/8/15,1,253.06,253.85,244.21,245.02,30086400,3438326345,0.084,9.64
bitcoin,BTC,Bitcoin,4/9/15,1,244.75,246.12,239.4,243.68,21643500,3420248520,0.6369,6.72
bitcoin,BTC,Bitcoin,4/10/15,1,243.69,243.69,232.77,236.07,28882000,3314409567,0.3022,10.92
bitcoin,BTC,Bitcoin,4/11/15,1,236.02,239.54,234.18,236.55,16365200,3321976615,0.4422,5.36
bitcoin,BTC,Bitcoin,4/12/15,1,236.54,237.73,233.49,236.15,12387900,3317129018,0.6274,4.24
bitcoin,BTC,Bitcoin,4/13/15,1,235.95,236.93,222,224.59,31181800,3155548414,0.1735,14.93
bitcoin,BTC,Bitcoin,4/14/15,1,224.76,224.98,216.32,219.16,31719000,3080098939,0.3279,8.66
bitcoin,BTC,Bitcoin,4/15/15,1,219.07,223.83,218.65,223.83,22562000,3146465248,1,5.18
bitcoin,BTC,Bitcoin,4/16/15,1,223.92,229.67,223.92,228.57,24805400,3213884952,0.8087,5.75
bitcoin,BTC,Bitcoin,4/17/15,1,228.57,228.91,221.94,222.88,20429800,3134573444,0.1349,6.97
bitcoin,BTC,Bitcoin,4/18/15,1,222.85,224.32,220.88,223.36,12939000,3142049362,0.7209,3.44
bitcoin,BTC,Bitcoin,4/19/15,1,223.46,226.35,222.37,222.6,15021500,3132226860,0.0578,3.98
bitcoin,BTC,Bitcoin,4/20/15,1,222.61,226.35,221.98,224.63,18364700,3161599719,0.6064,4.37
bitcoin,BTC,Bitcoin,4/21/15,1,224.62,235.27,224.3,235.27,24978000,3312299315,1,10.97
bitcoin,BTC,Bitcoin,4/22/15,1,235.6,237.91,233.48,234.18,23847900,3297795229,0.158,4.43
bitcoin,BTC,Bitcoin,4/23/15,1,234.05,236.48,233.2,236.46,17036000,3330762351,0.9939,3.28
bitcoin,BTC,Bitcoin,4/24/15,1,235.97,236.3,229.93,231.27,21448700,3258311725,0.2104,6.37
bitcoin,BTC,Bitcoin,4/25/15,1,231.24,232.56,226.34,226.39,13957200,3190508610,0.008,6.22
bitcoin,BTC,Bitcoin,4/26/15,1,226.41,226.94,214.87,219.43,28943700,3093216938,0.3778,12.07
bitcoin,BTC,Bitcoin,4/27/15,1,219.43,233.3,218.02,229.29,38574000,3232938332,0.7376,15.28
bitcoin,BTC,Bitcoin,4/28/15,1,228.97,229.49,223.07,225.85,21469200,3185425042,0.433,6.42
bitcoin,BTC,Bitcoin,4/29/15,1,225.59,227.04,223.43,225.81,18936500,3185479101,0.6593,3.61
bitcoin,BTC,Bitcoin,4/30/15,1,225.69,239.56,224.99,236.15,33818600,3332094504,0.766,14.57
bitcoin,BTC,Bitcoin,5/1/15,1,235.94,238.97,232.08,232.08,18815300,3275574610,0,6.89
bitcoin,BTC,Bitcoin,5/2/15,1,232.34,235.73,232.34,234.93,12535500,3316683008,0.764,3.39
bitcoin,BTC,Bitcoin,5/3/15,1,234.88,243.24,234.08,240.36,18494100,3394161416,0.6856,9.16
bitcoin,BTC,Bitcoin,5/4/15,1,240.36,242.64,237.81,239.02,21223400,3375997790,0.2505,4.83
bitcoin,BTC,Bitcoin,5/5/15,1,238.85,239.2,232.05,236.12,23929100,3335976518,0.5692,7.15
bitcoin,BTC,Bitcoin,5/6/15,1,236.25,236.45,229.23,229.78,29587200,3247353903,0.0762,7.22
bitcoin,BTC,Bitcoin,5/7/15,1,229.66,239.1,228.57,237.33,29064400,3354923757,0.8319,10.53
bitcoin,BTC,Bitcoin,5/8/15,1,237.2,246.27,236.27,243.86,27445500,3448119178,0.759,10
bitcoin,BTC,Bitcoin,5/9/15,1,243.77,247.8,239.64,241.83,19790500,3420193701,0.2684,8.16
bitcoin,BTC,Bitcoin,5/10/15,1,241.73,244.07,238.85,240.3,15019100,3399245238,0.2778,5.22
bitcoin,BTC,Bitcoin,5/11/15,1,240.3,244.27,239.38,242.16,20892300,3426529646,0.5685,4.89
bitcoin,BTC,Bitcoin,5/12/15,1,242.15,242.88,240.1,241.11,19282600,3412644998,0.3633,2.78
bitcoin,BTC,Bitcoin,5/13/15,1,241.4,243.7,235.04,236.38,27180100,3346584200,0.1547,8.66
bitcoin,BTC,Bitcoin,5/14/15,1,236.21,237.8,234.06,236.93,24413700,3355311496,0.7674,3.74
bitcoin,BTC,Bitcoin,5/15/15,1,236.96,238.75,236.79,237.6,16329400,3365752047,0.4133,1.96
bitcoin,BTC,Bitcoin,5/16/15,1,237.64,237.7,235.29,236.15,11089700,3345969203,0.3568,2.41
bitcoin,BTC,Bitcoin,5/17/15,1,236.01,238.02,236.01,236.8,11134300,3356176986,0.393,2.01
bitcoin,BTC,Bitcoin,5/18/15,1,236.89,237.21,232.46,233.13,16780300,3304944920,0.1411,4.75
bitcoin,BTC,Bitcoin,5/19/15,1,233.04,234.15,231.82,231.95,14241900,3288950473,0.0558,2.33
bitcoin,BTC,Bitcoin,5/20/15,1,231.89,234.68,231.84,234.02,15499400,3319170901,0.7676,2.84
bitcoin,BTC,Bitcoin,5/21/15,1,234.02,236.24,233.84,235.34,15108900,3338890048,0.625,2.4
bitcoin,BTC,Bitcoin,5/22/15,1,235.32,240.97,235.06,240.35,27003000,3410712372,0.8951,5.91
bitcoin,BTC,Bitcoin,5/23/15,1,240.29,241.02,238.69,238.87,14605000,3390435704,0.0773,2.33
bitcoin,BTC,Bitcoin,5/24/15,1,238.98,241.98,238.81,240.95,11508000,3420845884,0.6751,3.17
bitcoin,BTC,Bitcoin,5/25/15,1,240.93,241.02,236.64,237.11,14423900,3367127977,0.1073,4.38
bitcoin,BTC,Bitcoin,5/26/15,1,237.1,238.24,235.69,237.12,16425000,3368066799,0.5608,2.55
bitcoin,BTC,Bitcoin,5/27/15,1,237.07,238.64,236.7,237.28,18837000,3371257543,0.299,1.94
bitcoin,BTC,Bitcoin,5/28/15,1,237.26,237.82,236.65,237.41,13829600,3373816958,0.6496,1.17
bitcoin,BTC,Bitcoin,5/29/15,1,237.38,237.52,235.73,237.1,14805000,3370295930,0.7654,1.79
